step,herbivores,predators,resource_biomass,resource_fraction,mean_herbivore_energy,mean_predator_energy,mean_herbivore_speed,mean_predator_speed,herbivore_births,predator_births,herbivore_deaths,predator_deaths,kills
169,5,17,110282.92674487457,0.995907826319425,136.49634815446944,60.05438113506499,1.7344155746016967,2.1186991652122877,0,0,0,0,0
170,5,17,110295.77194734433,0.9960238246706465,136.8411750974375,58.833458333835246,1.7344155746016967,2.1186991652122877,0,0,0,0,0
171,5,16,110308.04199415445,0.9961346290898635,137.19052302168345,61.226945557511456,1.7344155746016967,2.112378996349487,0,0,0,1,0
172,5,16,110319.8204253565,0.9962409939838877,137.54293552438614,60.050436912127964,1.7344155746016967,2.112378996349487,0,0,0,0,0
173,5,16,110331.01326545319,0.9963420707088173,137.89924739612167,58.80762060848688,1.7344155746016967,2.112378996349487,0,0,0,0,0
174,5,16,110341.75442746573,0.9964390685635877,138.25735865408794,57.57978048749446,1.7344155746016967,2.112378996349487,0,0,0,0,0
175,5,16,110352.06545444894,0.9965321820923365,138.61729987249845,56.35542760361182,1.7344155746016967,2.112378996349487,0,0,0,0,0
176,5,16,110361.97619896388,0.9966216808780363,138.97972419084846,55.127587482619404,1.7344155746016967,2.112378996349487,0,0,0,0,0
177,5,16,110371.5337229124,0.9967079899122768,139.34264109679216,53.88477117897831,1.7344155746016967,2.112378996349487,0,0,0,0,0
178,5,16,110380.70589664049,0.996790819048842,139.7031234427962,52.64195487533721,1.7344155746016967,2.112378996349487,0,0,0,0,0
179,4,16,110389.5608411608,0.9968707834532127,136.54843684148375,53.90427529169054,1.767408538765019,2.112378996349487,0,0,1,0,1
180,3,16,110401.72033309375,0.9969805895087602,131.26049032425715,55.17982841106937,1.8643703101788212,2.112378996349487,0,0,1,0,1
181,3,16,110417.00300043586,0.9971185993391327,131.86424342765312,53.98368441286093,1.8643703101788212,2.112378996349487,0,0,0,0,0
182,3,16,110431.49586568437,0.9972494768770509,132.4632423659783,52.75462736414793,1.8643703101788212,2.112378996349487,0,0,0,0,0
183,4,16,110445.23776052753,0.9973735727913208,93.2922886292047,51.54649982670416,1.882612525776401,2.112378996349487,1,0,0,0,0
184,4,16,110455.45912462151,0.9974658766210913,94.19368990868891,50.318659705711745,1.882612525776401,2.112378996349487,0,0,0,0,0
