step,herbivores,predators,resource_biomass,resource_fraction,mean_herbivore_energy,mean_predator_energy,mean_herbivore_speed,mean_predator_speed,herbivore_births,predator_births,herbivore_deaths,predator_deaths,kills
0,90,18,70194.05727837866,0.6338860698390039,54.0,72.0,1.7552900210556936,2.0960013181704156,0,0,0,0,0
1,90,18,71659.06916110872,0.6471158311694868,55.939033791949505,70.77494988970079,1.7552900210556936,2.0960013181704156,0,0,0,0,0
2,87,18,73118.93099571741,0.6602990850905149,57.84096825219098,76.8734804724202,1.7551950534618042,2.0960013181704156,0,0,3,0,3
3,86,18,74582.4171843579,0.673515068670178,59.73427710884475,78.23995035668878,1.7537200400791604,2.0960013181704156,0,0,1,0,1
4,83,18,76033.55543656374,0.6866195444498838,61.711638319845946,84.24196104648577,1.7527404035333436,2.0960013181704156,0,0,3,0,3
5,81,18,77476.04470220365,0.699645915724523,63.644620806218995,87.69268410554069,1.7557866490548466,2.0960013181704156,0,0,2,0,2
6,79,18,78903.89817071089,0.712540118717642,65.63153748026485,91.27689120618754,1.759114343966195,2.0960013181704156,0,0,2,0,2
7,77,18,80312.88938174964,0.7252639864613315,67.64297406118487,95.33695976016173,1.7587063322608043,2.0960013181704156,0,0,2,0,2
8,75,18,81700.18600905032,0.7377919416882678,69.65600189767467,98.97529876425818,1.7566848978046339,2.0960013181704156,0,0,2,0,2
9,73,18,83061.638557026,0.7500865124592101,71.53605175382692,102.5948435404084,1.7569002572954435,2.0960013181704156,0,0,2,0,2
10,72,18,84395.95474299317,0.7621360288405038,73.5045475548796,103.69275786026043,1.7582259273172305,2.0960013181704156,0,0,1,0,1
11,71,18,85696.16118793562,0.77387751786849,75.45410398765013,104.5852529265096,1.757539494798813,2.0960013181704156,0,0,1,0,1
12,70,18,86960.23736760656,0.7852927332382322,77.50427202752168,105.22555975129777,1.7587994923023176,2.0960013181704156,0,0,1,0,1
13,68,18,88185.89536445003,0.7963610139547134,79.46150448052433,108.6519206308027,1.7573739101938557,2.0960013181704156,0,0,2,0,2
14,65,18,89372.9306858517,0.8070805133513546,81.38646251014958,114.48833674306076,1.7542345785090763,2.0960013181704156,0,0,3,0,3
15,64,18,90525.661574707,0.8174902272366864,83.20921829220723,113.51728393441569,1.7553755422904758,2.0960013181704156,0,0,1,0,1
16,64,18,91633.3052888983,0.8274927822676073,85.1835320419143,112.29054213663555,1.7553755422904758,2.0960013181704156,0,0,0,0,0
17,62,18,92691.43313670775,0.8370481852296432,87.16984644650427,115.80939664813276,1.7573928491347648,2.0960013181704156,0,0,2,0,2
18,63,18,93706.87167723246,0.8462180832320275,84.3892714769125,119.34969463281654,1.753550540186607,2.0960013181704156,3,0,2,0,2
19,63,18,94669.59340058514,0.8549119230416355,84.92555929220441,120.3191942770336,1.7450034028399086,2.0960013181704156,1,0,1,0,1
20,62,18,95579.94172402544,0.8631328058813548,86.88824624264325,121.3938147028434,1.74342643642647,2.0960013181704156,0,0,1,0,1
21,61,18,96452.99375299373,0.8710168852588,88.75460582543732,120.15370358387207,1.7452660417571242,2.0960013181704156,0,0,1,0,0
22,61,18,97272.32577465406,0.878415847154446,90.77247050641795,118.9393749874006,1.7452660417571242,2.0960013181704156,0,0,0,0,0
23,62,18,98044.05549410253,0.8853849373852486,91.07957466453784,117.72614187902708,1.7434355339126266,2.0960013181704156,1,0,0,0,0
24,64,19,98763.47686989965,0.8918816581354634,89.79614847449513,109.00214283308223,1.743026424077122,2.086998179115224,2,1,0,0,0
25,64,19,99430.4253440896,0.8979045233676689,90.1234048858916,110.0363948501311,1.7462252883880056,2.086998179115224,1,0,1,0,1
26,65,19,100054.03353324087,0.9035360049982695,90.54640324063757,108.84385944162837,1.7479915963017243,2.086998179115224,1,0,0,0,0
27,66,19,100631.31819459931,0.9087491629115614,89.12794471668377,110.06903345176387,1.7489007312699798,2.086998179115224,2,0,1,0,1
28,65,19,101168.15452093462,0.9135970529216508,90.91815236058684,110.13540040552489,1.7484912179355374,2.086998179115224,0,0,1,0,1
29,65,19,101672.74844549729,0.9181537785492516,90.82259539420964,109.98046558777912,1.7539120010375788,2.086998179115224,1,0,1,0,1
30,63,19,102145.80678817157,0.9224257227175896,93.19071145806427,111.08964334563437,1.7506777885486549,2.086998179115224,0,0,2,0,1
31,62,19,102590.00076754986,0.926437007814241,95.14112373939145,112.07717852852856,1.7545588271899433,2.086998179115224,0,0,1,0,1
32,63,19,103006.48397122836,0.93019805128957,95.40210913785334,110.86805479986144,1.7501257882831123,2.086998179115224,1,0,0,0,0
33,62,19,103386.47823661732,0.9336295821169377,97.15519970636302,111.18369168799384,1.7501234529100689,2.086998179115224,0,0,1,0,1
34,60,19,103740.71548466483,0.9368285146998615,99.85323686262926,112.71676980911735,1.7543505529183905,2.086998179115224,0,0,2,0,2
35,59,19,104075.91598571364,0.9398555363090446,101.65718115141843,113.63369626167402,1.7524569114145145,2.086998179115224,0,0,1,0,1
36,59,19,104389.38407281888,0.9426863037765393,101.30410488616707,114.7428740195293,1.7552293232717195,2.086998179115224,1,0,1,0,1
37,60,19,104676.23824154795,0.9452767347714522,101.40392696043017,113.53358405376687,1.7528082789828558,2.086998179115224,1,0,0,0,0
38,60,19,104935.74347833788,0.94762019176809,101.70754567102234,114.39732830363714,1.7563057335186143,2.086998179115224,1,0,1,0,1
39,60,19,105174.98376895647,0.9497806465622322,103.72105063035006,113.19103032303711,1.7563057335186143,2.086998179115224,0,0,0,0,0
40,57,19,105394.7886446055,0.9517655902192721,106.35201195436203,116.55522675694371,1.7658004900613216,2.086998179115224,0,0,3,0,3
41,58,19,105607.12347808233,0.9536830758056766,106.23065646067599,115.34466520843934,1.7658903147808087,2.086998179115224,1,0,0,0,0
42,58,19,105798.83844459921,0.9554143540843028,108.18251549455195,114.12439815090863,1.7658903147808087,2.086998179115224,0,0,0,0,0
43,61,19,105972.87553660493,0.9569859926607738,104.00546760889183,112.92366778445871,1.7589638495144284,2.086998179115224,3,0,0,0,0
44,60,19,106119.699160023,0.9583118805381321,106.80872172967499,113.89698840899334,1.7591029732944345,2.086998179115224,0,0,1,0,1
45,61,19,106256.30458699199,0.9595454931910757,106.71697488283064,112.7276699976455,1.7591677558013754,2.086998179115224,1,0,0,0,0
46,63,19,106378.0277470454,0.9606447118219157,104.70902063179999,111.5090597418895,1.7577541762656181,2.086998179115224,2,0,0,0,0
47,63,19,106479.61880517587,0.9615621278976629,104.10475985401797,112.65438862788683,1.7569638923621977,2.086998179115224,1,0,1,0,1
48,63,18,106570.67423229598,0.9623844021623599,103.94174133495096,110.18022513693732,1.7556413172770238,2.0830357562170914,1,0,1,1,1
49,63,18,106653.02188372804,0.9631280410279655,105.68161529430616,108.97338218840785,1.7556413172770238,2.0830357562170914,0,0,0,0,0
50,64,18,106728.14945713287,0.963806479119288,105.53914293957587,107.7419189464017,1.7587472178889634,2.0830357562170914,1,0,0,0,0
51,65,18,106793.03647470378,0.9643924400702055,104.54208174201261,109.04119532136093,1.7681572092095241,2.0830357562170914,2,0,1,0,1
52,65,18,106846.8428301058,0.9648783373167898,106.32146493457361,107.82087114019933,1.7681572092095241,2.0830357562170914,0,0,0,0,0
53,65,18,106895.3185544842,0.9653160964035308,105.62367512217725,109.03817741825351,1.7717448525076087,2.0830357562170914,1,0,1,0,1
54,63,18,106938.50187634116,0.9657060625521742,105.21311598583468,111.25022376331428,1.7795449651537019,2.0830357562170914,1,0,3,0,3
55,64,18,106986.19135374535,0.9661367214508974,104.8955715650079,110.01876052130811,1.7766167199245773,2.0830357562170914,1,0,0,0,0
56,65,18,107029.43791977043,0.9665272587247715,98.77823415378175,112.65038939045624,1.7825353662650996,2.0830357562170914,4,0,3,0,2
57,67,18,107060.92666707191,0.9668116172452077,97.0079723004223,111.41892614845008,1.7834696932974572,2.0830357562170914,2,0,0,0,0
58,69,18,107077.97170377313,0.9669655421178212,95.44112975952937,110.20369402575272,1.782407053718881,2.0830357562170914,2,0,0,0,0
59,70,18,107086.56015883478,0.9670430999943153,94.8900030842992,111.55711275182502,1.7754488343879484,2.0830357562170914,2,0,1,0,1
60,71,18,107087.67233340183,0.9670531434651249,90.75434887135886,115.01279415051656,1.773557404165213,2.0830357562170914,3,0,2,0,2
61,73,18,107086.5826983073,0.9670433035365839,89.63660751301788,113.79536527826033,1.7753147261686908,2.0830357562170914,2,0,0,0,0
62,73,18,107071.68766163514,0.9669087941974416,91.45128163053667,112.58763437507028,1.7753147261686908,2.0830357562170914,0,0,0,0,0
63,72,18,107055.70438354797,0.9667644575153541,93.6639038127326,113.98740458272212,1.7740983290768702,2.0830357562170914,0,0,1,0,1
64,74,18,107043.55840872886,0.9666547735258404,90.53759678547192,115.22960994821743,1.7781120698375779,2.0830357562170914,3,0,1,0,1
65,76,18,107022.21200111465,0.966462005206806,89.63958444038987,114.00973363641113,1.776796720884076,2.0830357562170914,2,0,0,0,0
66,76,18,106993.09337661012,0.9661990500342179,91.55068490881617,112.79579269089265,1.776796720884076,2.0830357562170914,0,0,0,0,0
67,79,18,106963.08746198511,0.9659280822054438,89.39335541022089,111.57629938501323,1.7788997083295932,2.0830357562170914,3,0,0,0,0
68,76,18,106921.59596976925,0.965553394091489,91.39134201294247,116.3103898962072,1.7816775666204487,2.0830357562170914,0,0,3,0,3
69,75,18,106894.7126271108,0.9653106245881631,92.41482815225417,117.56042659800414,1.7825109112324724,2.0830357562170914,0,0,1,0,1
70,77,18,106873.27554347353,0.9651170374210651,88.86289917260375,119.60861253400971,1.7928481711038096,2.0830357562170914,4,0,2,0,2
71,77,18,106842.51675883273,0.9648392708142475,88.83186086180504,119.55901326486838,1.795753184439803,2.0830357562170914,1,0,1,0,1
72,78,18,106811.02195892727,0.9645548576358888,89.37159833741285,118.35334679530153,1.793844335725886,2.0830357562170914,1,0,0,0,0
73,77,18,106776.88455427546,0.9642465804667343,90.37559311487477,119.60602406801728,1.7954404097339054,2.0830357562170914,0,0,1,0,1
74,78,18,106747.77225179084,0.9639836823850241,90.87508419676915,118.4083142418076,1.7932106095364766,2.0830357562170914,1,0,0,0,0
75,77,18,106714.16460947177,0.9636801892243182,92.42599328983555,119.47976389534188,1.7928342688514067,2.0830357562170914,0,0,1,0,1
76,76,18,106688.02459634701,0.9634441323438976,94.55702503705864,118.81759610907137,1.7949664941364771,2.0830357562170914,0,0,1,0,1
77,75,18,106666.99446632701,0.9632542201635301,94.24847942092289,119.94394107415808,1.7995186452197618,2.0830357562170914,1,0,2,0,2
78,78,18,106644.79837770914,0.9630537788167081,91.91692609904403,118.72870895146073,1.7999627621329946,2.0830357562170914,3,0,0,0,0
79,80,18,106610.15089625833,0.962740895408935,91.15084606448328,117.521034294822,1.8016660716608073,2.0830357562170914,2,0,0,0,0
80,80,18,106565.42514881966,0.9623370004160573,90.94220428077116,116.49779396006046,1.8038581360637551,2.0830357562170914,1,0,1,0,1
81,81,18,106520.28195306018,0.9619293356642328,88.18621941867488,118.27857257859725,1.8070136946328452,2.0830357562170914,3,0,2,0,2
82,79,18,106470.12963150856,0.9614764360993083,91.11471752257475,119.39075622259968,1.8055862343799602,2.0830357562170914,0,0,2,0,2
83,76,18,106435.72664314116,0.9611657605815725,92.66222425606973,123.08678640137674,1.8039516248253837,2.0830357562170914,0,0,3,0,2
84,77,18,106409.42504489777,0.9609282445098791,93.09485636278951,121.88396553686971,1.8020671825078793,2.0830357562170914,1,0,0,0,0
85,76,18,106378.01678026738,0.9606446127866399,94.9217573850164,123.10252481751165,1.8047246314467984,2.0830357562170914,0,0,1,0,1
86,76,18,106350.5730513255,0.9603967827258741,96.71257545343784,121.87106157550546,1.8047246314467984,2.0830357562170914,0,0,0,0,0
87,76,18,106325.20244472478,0.9601676739561135,96.78447187847267,123.13912961378495,1.8070451152162323,2.0830357562170914,1,0,1,0,1
88,77,18,106300.83600610428,0.9599476333057794,97.09793626702304,121.91880543262339,1.8090141482693973,2.0830357562170914,1,0,0,0,0
89,77,18,106271.37377595366,0.9596815752090831,95.88668935592176,123.78268046100493,1.811905229423476,2.0830357562170914,2,0,2,0,2
90,75,18,106240.19911295651,0.9594000530208523,98.74286897127573,127.24883376691683,1.8136579662219625,2.0830357562170914,0,0,2,0,2
91,75,18,106213.30906680545,0.9591572229817666,100.58550985656508,126.01737052491067,1.8136579662219625,2.0830357562170914,0,0,0,0,0
92,76,18,106186.2094194519,0.9589125001430961,100.88496733941258,124.81151714246896,1.8129208964264822,2.0830357562170914,1,0,0,0,0
93,77,18,106152.7362991492,0.9586102217808442,101.1654963728549,123.59408827021275,1.8150897847739473,2.0830357562170914,1,0,0,0,0
94,78,19,106114.38143749855,0.9582638589482396,100.45446672088262,115.22282318317411,1.813718526283525,2.082977833270776,2,1,1,0,1
95,79,19,106070.76720205252,0.9578700014428061,100.73918985663015,114.01172479087893,1.8128869131997385,2.082977833270776,1,0,0,0,0
